<<<<<<< HEAD
Band Name,Genre,Country,Band Website,BA URL,Description,Video URL
DIABLO SWING ORCHESTRA,AVANT GARDE METAL,Sweden,http://www.diabloswing.com,https://www.brutalassault.cz/cs/band/diablo-swing-orchestra,DIABLO SWING ORCHESTRA svým lahodným mixem různých žánrů od jazzu a klasiky po prog a metal potěší nejen skalní příznivce avantgardy.,www.youtube.com/embed/WU1dtLsNHSQ,https://charon.brutalassault.cz/content//images/artist-image/artist-24-1542290700_thumb.jpeg
DR. LIVING DEAD,CROSSOVER THRASH,Sweden,http://deathfuckingthrash.com,https://www.brutalassault.cz/cs/band/dr-living-dead,"Crossover thrash nevymřel, toho jsou jasným důkazem švédští maskovaní maniaci DR. LIVING DEAD! Ti nám jasně, již před dvěma lety, ukázali se svým albem Cosmic Conqueror, že tohle není jen mejdanová kapela, ale hlavně sebranka skvělých muzikantů. Schválně jak velký circle-pit rozpoutají DR. LIVING DEAD ve vojenské pevnosti!",www.youtube.com/embed/Xs328I1NNqc,https://charon.brutalassault.cz/content//images/artist-image/artist-203-1547044201_thumb.jpeg
DÉLUGE,POST HARDCORE METAL,France,https://wearedeluge.bandcamp.com/,https://www.brutalassault.cz/cs/band/deluge,"Jste připraveni na ostrý mix black metalu a post-hardcoru zabalený do moderního a živého zvuku? Pak se můžete těšit na Francouze DÉLUGE,  kteří tyto žánry chytře míchají a přidavájí ambientní podtóny.",www.youtube.com/embed/ULUc0rxFEEQ,https://charon.brutalassault.cz/content//images/artist-image/artist-235-1550575769_thumb.jpeg
EKTOMORF,GROOVE GIPSY METAL,Hungary,https://www.facebook.com/EktomorfOfficial/,https://www.brutalassault.cz/cs/band/ektomorf,"Za 25 let existence si kapela kolem charismatického Zoltána Farkase vydobyla silnou reputaci a prosadila se ve světě. To je na partu kluků z malého města Mezőkovácsháza poblíž rumunských hranic úspěch ve stylu amerického snu. Samozřejmě to je vypracované a nic jim nespadlo do klína. Jsou velmi často přirovnáváni k SOULFLY, nicméně historie EKTOMORF je ještě o pět let delší. Jejich kořeny jsou jednoznačne v devadesátkovém groove metalu, ála PANTERA nebo EXHORDER, ovšem stejně jako SOULFLY i EKTOMORF do tvrdé muziky přidávají etnické vlivy. Tím se obě grupy odlišují od armády jedoucí na groove vlně.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-140-1540990181_thumb.jpeg
ELECTRIC WIZARD,DOOM STONER METAL,United Kingdom,http://www.electricfuckinwizard.com/,https://www.brutalassault.cz/cs/band/electric-wizard,"Jste ready zhulený sabaťácký heavy doom? Protože přesně to vás čeká v podání současně nejvíc heavy kapely Anglie! ELECTRIC WIZARD vás protáhnou hudebně-horrorovými dimenzemi obskurních béčkových filmů, nefalšovaně prožité psychedelie, podivných sadomasochistických praktik i špínou opiových doupat. To vše za neskutečně chlupatého a vazbícího zvuku, neomylně zakořeněného v Black Sabbath.",www.youtube.com/embed/Jzem_-At6F4,https://charon.brutalassault.cz/content//images/artist-image/artist-172-1543226855_thumb.jpeg
EMPEROR,BLACK METAL,Norway,http://www.emperorhorde.com,https://www.brutalassault.cz/cs/band/emperor,"Císař temného kovu, norští EMPEROR se vrací na BA! V čele s hudebním vizionářem Ihsahnem se můžeme těšit na jednu z největší legend extrémního metalu, která nám zanechala takové poklady, jako alba In the Nightside Eclipse, Anthems to the Welkin at Dusk a další!",www.youtube.com/embed/Jmlhq5rtFXw,https://charon.brutalassault.cz/content//images/artist-image/artist-198-1545396254_thumb.jpeg
ENSIFERUM,EPIC FOLK METAL,Finland,http://www.ensiferum.com,https://www.brutalassault.cz/cs/band/ensiferum,"Z ranku folkem inspirovaného melodického death metalu se na BA po dlouhých letech vrací jeden z pilířů tohoto žánru, finští ENSIFERUM!",www.youtube.com/embed/-2WqQY_xSSM,https://charon.brutalassault.cz/content//images/artist-image/artist-204-1547044367_thumb.jpeg
EYEHATEGOD,SLUDGE,United States,http://eyehategod.ee,https://www.brutalassault.cz/cs/band/eyehategod,"EYEHATEGOD jsou již veteráni, kterým svým lousiánským mixem jižanského rocku, bluesových riffů a hardcore punku pomohli před lety definovat jak sludge jako žánr, tak zvuk neworleanské scény.",www.youtube.com/embed/9TGjqGa9p6U,https://charon.brutalassault.cz/content//images/artist-image/artist-214-1548254052_thumb.jpeg
FROG LEAP,ROCK N ROLL,Norway,https://www.youtube.com/channel/UC98tcedR6gULv8_b70WJKyw,https://www.brutalassault.cz/cs/band/frog-leap,"Hudba je hlavně o zábavě, a právě fun factor je hlavní devízou norského mága Lea Moracchiala s jeho studiovým projektem známým na Youtube jako FROG LEAP. Tento project se nyní transformoval v živou kapelou, která vás přijede pobavit na letošní Brutal.",www.youtube.com/embed/TDdlteB4tGk,https://charon.brutalassault.cz/content//images/artist-image/artist-236-1550576075_thumb.jpeg
GET THE SHOT,METAL HARDCORE,Canada,https://www.facebook.com/gettheshothc/,https://www.brutalassault.cz/cs/band/get-the-shot,"Kapela z kanadského Quebecu, která od roku 2009 zuřivě plive svůj hardcore metal ve stylu Strife nebo Ringworm do tváře světa. GET THE SHOT je kapela primárně o animální hněvu na drsný svět kolem nás.",www.youtube.com/embed/AvuAKXgh6jA,https://charon.brutalassault.cz/content//images/artist-image/artist-191-1544307793_thumb.jpeg
GODFLESH,INDUSTRIAL METAL,United Kingdom,http://www.godflesh.com/,https://www.brutalassault.cz/cs/band/godflesh,"Justin K. Broadrick patří mezi největší osobnosti hudební scény. Ne možná té mainstreamové – jeho osoba se sice odpíchla v Napalm Death, s odchodem z grindové mlátičky se však jeho hudební směřování ubralo docela jiným směrem. GODFLESH jsou unikát. Na scéně industriálního metalu jim, coby jedněm z průkopníků, zaslouženě patří kultovní statut... Strojově přesné rytmy, hutné riffy a basa tak výrazná, že se v jejím zvuku doslova utopíte, a nasraný utýraný Justin Broadrick, to jsou poznávací znamení GODFLESH. Každé jejich album funguje továrna na hněv a nabízí pocit nekomfortnosti, hrubiánské nepřístupnosti a uší vytíraných šmirgl papírem se dostavuje zas a znovu.",www.youtube.com/embed/HfN7OR5q_xw,https://charon.brutalassault.cz/content//images/artist-image/artist-190-1544307631_thumb.jpeg
GOROD,MELODIC TECH DEATH,France,https://www.facebook.com/GorodOfficial/,https://www.brutalassault.cz/cs/band/gorod,"Energických kapel není nikdy dost, proto máme v rukávu další kapelu s explozivní náloží technické, leč živelné hudby. Vloni jsme se o jejich skvělé show mohli přesvědčit na vlastní oči během turné s kapelou Beyond Creation a teď se GOROD vrací pro vaše hlavy na BA!",www.youtube.com/embed/WBU1H-9yvmQ,https://charon.brutalassault.cz/content//images/artist-image/artist-205-1547044519_thumb.jpeg
GOST,SYNTHWAVE,United States,https://www.facebook.com/gost1980s/,https://www.brutalassault.cz/cs/band/gost,"Mysteriózní synthwave producent, který tento svůj syňtákový projekt používá jako nástroj zhudebnění syrové atmosféry béčkových filmů osmdesátých let v kombinaci se okultní metalovou tématikou.",www.youtube.com/embed/PWzYY4PQcpc,https://charon.brutalassault.cz/content//images/artist-image/artist-216-1548255340_thumb.jpeg
GUTALAX,GOREGRIND,Czech Republic,https://www.facebook.com/GUTALAX-cz-gore-grind--116773548349011/,https://www.brutalassault.cz/cs/band/gutalax,"Prémiový projímavý goregrind, současně jedna z nejúspěšnějších českých kapel v zahraničí!",www.youtube.com/embed/dL0Mjm77yG0,https://charon.brutalassault.cz/content//images/artist-image/artist-141-1540988879_thumb.jpeg
HEILUNG,FOLK AMBIENT,International,http://heilung.bandcamp.com,https://www.brutalassault.cz/cs/band/heilung,"Mezinárodní severské uskupení HEILUNG představuje zvuk doby železné a časů vikingů v severní Evropě. Kapela, pakliže můžeme o kapela v tomto případě mluvit, používá jako nástroje všemožné zvuky od tekoucí vody, chrastění lidských kostí a rekonstruovaných mečů a štítů z archeologických nálezů, rámové bubny či bronzové prsteny. Texty jsou zpracováním starodávných formulí taktéž výhradně z archeologických nálezů. Fanoušci Wardruny si přijdou na své.",www.youtube.com/embed/h1BsKIP4uYM,https://charon.brutalassault.cz/content//images/artist-image/artist-142-1540990381_thumb.jpeg
HELLHAMMER - TRIUMPH OF DEATH,FIRST WAVE BLACK METAL,Switzerland,https://fischerisdead.blogspot.com,https://www.brutalassault.cz/cs/band/hellhammer-triumph-of-death,"V průběhu let bylo mnohokrát řečeno, že kultovní HELLHAMMER, kteří na počátku 80. let stáli u zrodu celé extrémně metalové scény, už nikdy nespatří světlo světa. Tom G. Warrior nedával fanouškům této legendy žadnou naději, že by kdy spatřili některou z legendárních skladeb jedné z nejdůležitějších kapel metalové historie naživo..  Až do dnes! Tom G. Warrior představuje TRIUMPH OF DEATH! Tento projekt je zasvěcen nejslavnějším ale i obskurním skladbám HELLHAMMER, které budou vůbec poprvé v historii této legendy hrány živě. TRIUMPH OF DEATH je zasvěcen co nějvěrnějšímu živému tributu legendárním HELLHAMMER a Brutal Assault bude jedna z výjimečných příležitostí, kde bude tento projekt možno vidět v plné síle.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-218-1549286647_thumb.jpeg
HEXIS,HARDCORE POST METAL,Denmark,https://hexisband.bandcamp.com/,https://www.brutalassault.cz/cs/band/hexis,Poslední kapela v tomto updatu pochází z živého podhoubí kodaňského undergroundu; HEXIS kombinují black metal s hardcorem a post-metalovými element už skoro deset let a konečně se představí našemu publiku.,No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-237-1550576036_thumb.jpeg
HIGHER POWER,HC,United Kingdom,http://higherpowerleeds.bandcamp.com,https://www.brutalassault.cz/cs/band/higher-power,"Britští HIGHER POWER hrají hardcore ovlivněný Crown Of Thornz nebo Merauder a jejich vzkaz je jasný: ""Hrajeme HC od mosherů pro moshery!""",www.youtube.com/embed/tvI2hiHhuQc,https://charon.brutalassault.cz/content//images/artist-image/artist-143-1540990510_thumb.jpeg
HYPOCRISY,DEATH METAL,Sweden, http://www.hypocrisy.cc,https://www.brutalassault.cz/cs/band/hypocrisy,"Peter Tägtgren ze švédského hlavního města je sympatický workoholik a jedna z vedoucích osobností metalové scény, a toho nejen díky jeho domovským HYPOCRISY, projektu PAIN, ale zvukařské a producentské práci. Na BA letos zamíří právě s legendárními HYPOCRISY, kteří platí nejen za nestory švédské death metalové scény, ale také za kapelu, která patří do první ligy i v globále. Kapela má za více než 25 let existence na kontě již 13 alb a úspěšná turné po celém světě. Jejich poslední řadovka je End of Disclosure je jasně profesorský počin a to samé bude platit o jejich koncertě na BA!",www.youtube.com/embed/MJsdZ2FR3WM,https://charon.brutalassault.cz/content//images/artist-image/artist-144-1540990691_thumb.jpeg
IMMOLATION,DEATH METAL,United States,http://www.facebook.com/immolation,https://www.brutalassault.cz/cs/band/immolation,"I neanglicky mluvící jedinec musí akceptovat podvědomou fonetickou zlověstnost jména IMMOLATION. A fanoušci Brutal Assaultu vědí jak moc je tento podvědomý pocit podložený ještě zlověstnější realitou. IMMOLATION z New Yorku jsou již 30 let stálicí nejen světové death metalové scény, kterou ostatně pomáhali po celou dobu její existence utvářet, ale také stálicí Brutal Assaultu, na kterém čistou esenci death metalu předvádějí s železnou pravidelností. Není žádným tajemstvím, že IMMOLATION k našemu festivalu pojí nadstandardní přátelské vazby, avšak ty samotné by jim četná vystoupení nezajistily. V jednom songu nebo koncertu IMMOLATION je totiž více síry, originality a energie, než v celém katalogu některých death metalových vydavatelství. Schizofrenní disharmonické tritóny ale i klenuté a měkce znějící  melodiemi těchto legend death metalu zůstávájí nenapodobitelným originálem, na který se letos můžou fanoušci z celého světa na BA opět těšit. Toto je součást zlatého fondu BA.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-145-1540990738_thumb.jpeg
IRON REAGAN,CROSSOVER THRASH,United States,https://www.facebook.com/IRONREAGAN/,https://www.brutalassault.cz/cs/band/iron-reagan,"Přestože jméno kapely IRON REAGAN zavání politikou, byla by chyba považovat americkou crossover thrashovku za typickou angažovanou kapelu. Tak jako v Municipal Waste, „hlavní“ kapele frontmana Tonyho Foresty, je zde prioritou zhýralé pijanství a frustrace z usedlého okolí. Deska Crossover Ministry je nekompromisní jízdou, na které se jede podle osvědčeného mustru krátkých skladeb pod taktovkou kulometného tempa bicích, naštvaného řevu a tříakordových riffů s občasným divokým kytarovým sólem Phillipa Halla. 

Klíčový je ale humor, viz fantastická Fuck Your Neighbours, v níž kapela posílá do všech pekel souseda stěžujícího si na hlasitý večírek.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-178-1544299677_thumb.jpeg
JINJER,GROOVE METAL,Ukraine,https://www.facebook.com/JinjerOfficial/,https://www.brutalassault.cz/cs/band/jinjer,"O groove parádu se postarají miláčci davu JINJER, s charismatickou Tatianou Shmailyuk za mikrofonem!",www.youtube.com/embed/SQNtGoM3FVU,https://charon.brutalassault.cz/content//images/artist-image/artist-146-1540990775_thumb.jpeg
JUNGLE ROT,DEATH THRASH,United States,https://www.facebook.com/igotjunglerot/,https://www.brutalassault.cz/cs/band/jungle-rot,"Death metaloví veteráni JUNGLE ROT letos opět přišli s albem, které připomíná krvavé bojiště. Dunivé bicí, devastující zvuk, k tomu riffy ostré jako čepele bajonetu. A samozřejmě chorobný death metalový murmur štěkající rozkazy.. Po kapelách jako JUNGLE ROT samozřejmě fanoušci nežádají žádná překvapení a těch se jim na eponymní novince také nedostává. Za to se jim však dostává toho, čeho si žádají - drtícího valivého death metalu hrnoucího masy fanoušků před sebou a tlačícího všechno před sebou do thrashového mlýnku na maso.",www.youtube.com/embed/pLJ1sgA1iAE,https://charon.brutalassault.cz/content//images/artist-image/artist-147-1540990817_thumb.jpeg
KRISIUN,DEATH METAL,Brazil,http://www.krisiun.com.br,https://www.brutalassault.cz/cs/band/krisiun,"KRISIUN na svojí současné již jedenácté desce Scourge Of The Enthroned nakukují i do jiných žánrů, ale zůstávají tvrdí, autentičtí a dokazují, že letité kapely nemusejí žít jen ze svého vybudovaného renomé. Brazilci makají a pořád dokážou strhnout. Brazilské bratrské trio se totiž od roku 1990 drží svého čertovského kopyta a za 28 let existence odmítají slevit, byť jen o píď, z nastoleného kurzu. Rychlopalebný peklařský death metal postavený na surových thrashových riffech ze zlaté éry 80. let, kdysi brazilská odpověď na staré Morbid Angel, teď už však kombo, které jde vlastní cestou.",www.youtube.com/embed/o2muNEUTGwE,https://charon.brutalassault.cz/content//images/artist-image/artist-148-1540991001_thumb.jpeg
LETTERS FROM THE COLONY,PROGRESSIVE METAL,Sweden,https://www.facebook.com/lettersfromthecolony/,https://www.brutalassault.cz/cs/band/letters-from-the-colony,"Švédští progresivci, míchající různorodé elementy od death metalu, přes metalcore až po jazz a přicházející s osobitým a komplexním hybridem, který platí za pravý originál.",www.youtube.com/embed/IzcwEm355X0,https://charon.brutalassault.cz/content//images/artist-image/artist-206-1547044755_thumb.jpeg
LIONHEART,HC,United States, https://www.facebook.com/lionheartca/,https://www.brutalassault.cz/cs/band/lionheart,"Pokud prahnete po přímém a agresivním mladém hardcoru, který uctívá vše klasické, potom hledejte u LIONHEART, kteří momentálně obrážejí pódia se svojí novinkou Welcome to The West Coast Pt.II!",www.youtube.com/embed/n-YycDggStQ,https://charon.brutalassault.cz/content//images/artist-image/artist-163-1542290998_thumb.jpeg
MANES,AVANT GARDE,Norway,https://manes.no,https://www.brutalassault.cz/cs/band/manes,"MANES jsou absolutní lahůdka pro hudební fajnšmekry, kteří si potrpí na prvotřídní avantgardu a kteří hledají kvalitiní sonické zážitky ze světa za zrcadlem žánrových škatulek.",www.youtube.com/embed/q3gAhs3DQog,https://charon.brutalassault.cz/content//images/artist-image/artist-176-1544298033_thumb.jpeg
MESHUGGAH,TECHNICAL DJENT THRASH,Sweden,http://www.meshuggah.net,https://www.brutalassault.cz/cs/band/meshuggah,"MESHUGGAH jsou kapelou vskutku legendární. Krom jejich osobitého přístupu je na jejich stylu klíčový neuvěřitelný cit pro tempa, linearitu materiálu a především groove. Ten je silně odděluje od ostatních, MESHUGGAH prostě mají neuvěřitelně schopnou hybnou sílu, rozproudí krev i v mrtvole, a to ať hrají pomalu nebo svižně. Ať tuhle kapelu milujete nebo nenávidíte, musíte uznat, že od první do poslední vteřiny poslechu se nemůžete na nic soustředit, celou dobu sebou budete šít, budete se kroutit ze strany na stranu, nesoustředěně se houpat. A naživo Vám Meshu uvaří krev!",www.youtube.com/embed/qc98u-eGzlc,https://charon.brutalassault.cz/content//images/artist-image/artist-149-1540991329_thumb.jpeg
METAL CHURCH,HEAVY THRASH METAL,United States,https://metalchurchofficial.com,https://www.brutalassault.cz/cs/band/metal-church,"METAL CHURCH znamenají pro starší ročníky notnou dávku nostalgie.. Kapelu vyplivla bouřící rodící se metalová scéně západního pobřezí USA let osmdesátých, ve které si METAL CHURCH rychle vydobili místo. Jejich eponymní debut je zařadil k průkopníkům thrash metalu a i o víc než 35 let později se kapela může směle postavit po boku mladších ročníků a srhnout davy svým nadčasovým a stále svěžím mixem thrashe a amerického heavy metalu.",www.youtube.com/embed/nwMIgiD_SCQ,https://charon.brutalassault.cz/content//images/artist-image/artist-170-1543226094_thumb.jpeg
MGŁA,BLACK METAL,Poland,https://www.facebook.com/mglaofficial/,https://www.brutalassault.cz/cs/band/mgla,"Fanoušci BM se můžou těšit na návrat tolik specifického bezútěšného, pochmurného a nihilistického black metalu, který hraje jenom MGŁA. Těšit se můžete nejenom na koncert dost možná nejsehranější kapely v žánru, ale taky na nadcházející album.",www.youtube.com/embed/iCAvAOFf0P8,https://charon.brutalassault.cz/content//images/artist-image/artist-164-1542291323_thumb.jpeg
MIDNIGHT,BLACK SPEED METAL,United States,https://www.facebook.com/Midnight-87909491643/,https://www.brutalassault.cz/cs/band/midnight,"MIDNIGHT z Ohia přistupují k metalu z druhé stránky než dnešní vyžehlení chlapci s navoskovanými kníry.. Metal v podání MIDNIGHT leze přímo z kanálu, ze špinavých zaplivaných koutů fantazie zvrhlíka. Jejich infekční špinavých rock’n’roll s příchutí první vlny black metalu let osmdesátých bude konečně dominovat metalovým masám na BA! You Can't Stop Steel!",www.youtube.com/embed/pG0NkesIc-Q,https://charon.brutalassault.cz/content//images/artist-image/artist-165-1542291638_thumb.jpeg
MONSTER MAGNET,PSYCHEDELIC ROCK,United States,http://www.zodiaclung.com,https://www.brutalassault.cz/cs/band/monster-magnet,"Retro-rockoví vizionáři a veteráni MONSTER MAGNET strávili během svých začátků dost času potýkáním se s předsudky ohledně jejich stylu a image, ale se svým čtvrtým albem Powertrip konečně po zásluze vystřelili do výšin scény psychedelického rock'n'rollu!",www.youtube.com/embed/dscfeQOMuGw,https://charon.brutalassault.cz/content//images/artist-image/artist-224-1549292589_thumb.jpeg
MYRKUR,ATMO BLACK METAL FOLK,United States,http://www.myrkurmusic.com,https://www.brutalassault.cz/cs/band/myrkur,"Po nadšených ovacích z posledního vystoupení, se vrací i lesní víla a black metalová diva MYRKUR, vytrhnout trn všem skeptikům! Zároveň její návrat budiž omluvou za její přerušené vystoupení z tohoto roku.",www.youtube.com/embed/M9cNZQIzShc,https://charon.brutalassault.cz/content//images/artist-image/artist-50-1542291824_thumb.jpeg
NAPALM DEATH,GRIND CORE GODS,United Kingdom,http://www.napalmdeath.org,https://www.brutalassault.cz/cs/band/napalm-death,"NAPALM DEATH si za těch více než 30 let existence vybudovali status legendy legend. Stojí za vznikem celého žánru, neustále objíždí celý svět, jednou vystupují jako headliner na hlavní stage Brutal Assaultu a za týden hrají pro pár stovek platících v zaplivaném kulturáku. NAPALM DEATH se ne a ne oposlouchat, i když se dost možná jedná o jednu z nejčastěji koncertujících zahraničních hvězd v ČR. Grindcore žije!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-150-1540991397_thumb.jpeg
NECROS CHRISTOS,BLACK DEATH METAL,Germany,https://www.facebook.com/darknessdamnationdeath/,https://www.brutalassault.cz/cs/band/necros-christos,"Svůj debut si v hodině svojí smrti na BA odvedou také NECROS CHRISTOS, kteří se na svém finálním albu Domedon Doxomedon staví zcela proti zeitgeistu současné hard & heavy scény a zdi naší milované pevnosti naplní proudy ponurých tónů zmaru, smrti a ničení, jež se nepodobají ničemu jinému.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-166-1542292030_thumb.jpeg
NORDJEVEL,BLACK METAL,Norway,https://www.facebook.com/nordjevelofficial/,https://www.brutalassault.cz/cs/band/nordjevel,"Skupinka ostřílených veteránů, kteří mají v resumé jména toho největšího kalibru (Morbid Angel, Dark Funeral, 1349, Ragnarok). Pódiím BA přijedou dominovat svým super-projektem NORDJEVEL, který má podobu hrubozrnného black metalu, který je poháněn jedním z nejšílenějších bubeníků na metalové scéně Nilsem 'Dominatorem' Fjellströmem.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-231-1550574604_thumb.jpeg
THE OBSESSED,GODFATHERS OF DOOM,United States,https://www.facebook.com/TheObsessedOfficial/,https://www.brutalassault.cz/cs/band/the-obsessed,"Kmotři a praotcové zasmušilého doom rockového žánru, s více jak čtyřiceti křížky na krku, kteří momentálně prožívají zmrtvýchvstání. THE OBSESSED založil v roce 1976 by Scott ""Wino"" Weinrich (Saint Vitus) a kapela se nyní po více jak čtyřiceti letech od založení vrací z mrtvých a poprvé přijede do Evropy. A vy budete při tom!",www.youtube.com/embed/OYHayc_mcsw,https://charon.brutalassault.cz/content//images/artist-image/artist-197-1544309290_thumb.jpeg
THE OCEAN,PROGRESSIVE METAL,Germany,https://www.facebook.com/theoceancollective/,https://www.brutalassault.cz/cs/band/the-ocean,Berlínský hudební kolektiv se vrací s naprosto zásadním konceptuálním albem Phanerozoic!,www.youtube.com/embed/aur4RKAgbqE,https://charon.brutalassault.cz/content//images/artist-image/artist-193-1544308520_thumb.jpeg
OCEANS OF SLUMBER,PROGRESSIVE DARK METAL,United States,http://www.oceansofslumber.com,https://www.brutalassault.cz/cs/band/oceans-of-slumber,Texaští temní progresivci s nezaměnitelným hlasem Cammie Gilbert budou potěchou nejen pro milovníky zasněných tónů a emotivních melodií.,www.youtube.com/embed/LSaf0ziSC_Y,https://charon.brutalassault.cz/content//images/artist-image/artist-151-1540991497_thumb.jpeg
OF MICE & MEN,AMERICAN METALCORE,United States,http://www.ofmiceandmenofficial.com,https://www.brutalassault.cz/cs/band/of-mice-men,Mix silných rockových melodií připomínající zlatou éru hard rocku s dokonale zapamatovatelnými propěvky a mladistvím elánem těchto amerických hvězd zajišťuje sakra silnou směsici moderního metalcoru přesně dělaného pro festivalové návštěvníky!,www.youtube.com/embed/IO-JbFtgeX4,https://charon.brutalassault.cz/content//images/artist-image/artist-167-1542292220_thumb.jpeg
PARKWAY DRIVE,METALCORE,Australia,https://parkwaydriverock.com,https://www.brutalassault.cz/cs/band/parkway-drive,Ze zlatého pobřeží Austrálie se na vás nezadržitelně valí vlna metalcorové energie v podobě největší síly tohoto odlehlého kontinentu… PARKWAY DRIVE se vrací pro svoji korunu králů festivalových hymen!,www.youtube.com/embed/WL_8ZY89dP4,https://charon.brutalassault.cz/content//images/artist-image/artist-229-1550574038_thumb.jpeg
PERFECITIZEN,HYPERBLAST DEATH GRIND,Czech Republic,http://www.perfecitizen.com,https://www.brutalassault.cz/cs/band/perfecitizen,"PERFECITIZEN jsou náklep bez hranic. Náklep bez rychlostních hranic, náklep bez žánrových limitů, náklep s nadhledem a muzikantským citem. Nikdy si zde nemůžete být jisti, s čím na vás kapela v následující chvíli vyraší, ale nikdy to není za cenu šokantnosti. Všechny elementy v tvorbě mají logiku, zapadají do sebe a jsou kapelou drženy pod kontrolou. Připravte se na technický tech death grindcore té nejvšší světové úrovně!",www.youtube.com/embed/OVVmXB31EEg,https://charon.brutalassault.cz/content//images/artist-image/artist-152-1542781105_thumb.jpeg
PRIMORDIAL,CELTIC METAL,Ireland,https://www.primordialofficial.com,https://www.brutalassault.cz/cs/band/primordial,"Rok 2018 mapuje dvacátý sedmý rok kariéry PRIMORDIAL, kteří se vracejí se svým devátým počinem, nazvaným Exile Amongst The Ruins, na kterém neztratili ani kousek ze své vitality a energie. Nové album je sice více syrové a “old-schoolovější”, nicméně se nám znovu dostává klasického soundu PRIMORDIAL. Jedno je jisté - tato irská celtic folk / black metalová kapela bude nejen tuzemskými fanoušky přivítána s otevřenou náručí!",www.youtube.com/embed/FpuwbyM5BKc,https://charon.brutalassault.cz/content//images/artist-image/artist-227-1549294137_thumb.jpeg
PRONG,CROSSOVER THRASH METAL,United States,http://prongband.com,https://www.brutalassault.cz/cs/band/prong,"PRONG mají kořeny v nebezpečných špinavých ulicích východního New Yorku, kde začínali v dobách, kdy se ještě ani zdaleka nejednalo o vyčištěnou navoněnou část města jako dnes... Za svoji kariéru nasekali 12 studiových alb a 2 živáky a stovky našlapaných koncertů.. A nyní se vrací rozsekat josefovskou pevnost!",www.youtube.com/embed/MFNEcsxN5QA,https://charon.brutalassault.cz/content//images/artist-image/artist-179-1544300419_thumb.jpeg
RAISED FIST,HC,Sweden,http://www.raisedfist.com,https://www.brutalassault.cz/cs/band/raised-fist,"RAISED FIST jsou jedněmi z nejzasloužilejších veteránů švédské hardcorové scény. jako takoví měli vliv na několik generací mladších kapel, ale zároveň jim respekt vyjadřují i takové legendy jako třeba Bruce Dickinson z Iron Maiden. RAISED FIST jsou dost možná nejprogresivnější hardocorovou kapelou současnosti, ale zároveň jsou kapelou, která tvrdě trvá na svých undergroundových principech a většinu festivalových nabídek od velkých akcí odmítají.. To se ovšem publika na BA netýká a RAISED FIST pro Vás radi přijedou zahrát znovu.",www.youtube.com/embed/hez7bGbutBs,https://charon.brutalassault.cz/content//images/artist-image/artist-153-1540993983_thumb.jpeg
ROTTING CHRIST,MELODIC BLACK METAL,Greece, http://www.rotting-christ.com,https://www.brutalassault.cz/cs/band/rotting-christ,"Řecké ikony melodic black metalu ROTTING CHRIST nastartovali svoji kariéru jako hrubý a neotesaný grindcore na přelomu 80. a 90. let, později propadli černému kovu bok po boku severských válečníků, jako například Immortal, se kterými v roce 1993 jeli první black metalové turné všech dob.

S každou další deskou se však od svého dosavadního, primitivního počínání odkláněli od oné mladické dravosti, stárli, moudřeli a dospívali, aby za sebou devadesátky nechal hluboko pohřbené.Rok 2002 se totiž nesl ve znamením nové éry ROTTING CHRIST, neboť v tento rok vydaná deska Genesis započala novou historii kapely. Od primitivní šílenosti a horší produkce se značně odklání k více melodiím, pestřejšímu a promyšlenějšímu pojetí extrémní muziky s příměsí folklóru, což je směr, který nakonec dokázali ROTTING CHRIST sfúzovat s black metalem a vytvořit tak svůj naprosto osobitý styl.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-154-1540994049_thumb.jpeg
SACRED REICH,THRASH METAL,United States,https://www.facebook.com/sacredreichofficial/,https://www.brutalassault.cz/cs/band/sacred-reich,"Tahle legendární thrash metalová partička z arizonské pouště, která si vždy libovala v hustém riffingu a velmi kritických textech, patřila na sklonku osmdesátých let mezi největší naděje na americké metalové scéně. Přesně mezi takové, jaké tenkrát mohly s trochou štěstí navázat na úspěchy slovutné METALLICY. Zatímco debut Ignorance (1987) nabídl na tu dobu typický thrash metalový úprk, jeho plnohodnotný následovník – The American Way (1990) – stavěl zejména na riffech ve středním tempu a čitelné struktuře skladeb.Album The American Way (1990) slavilo velké úspěchy na obou stranách Atlantiku a přineslo kapele nemalá uznání od fanoušků i odborné kritiky. Odměnou pro SACRED REICH bylo v polovině následujícího roku společné evropské turné po boku brazilské SEPULTURY. V následujících letech zažila americká rocková, potažmo metalová scéna mnohá dobře známá zemětřesení a tak i SACRED REICH ve své hudbě počali zdůrazňovat valivé hutné riffy po vzoru PANTERY. V roce 1992 přichází do kapely vynikající bubeník Dave McClain, se kterým však SACRED REICH ještě vydali dvě alba – Independent (1993) a Heal (1996), která mají mírný „hardcore“ nádech a nezpochybnitelné kvality.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-195-1544308874_thumb.jpeg
